epoch,lr,loss,iou,val_loss,val_iou,ce_loss,dice_loss,mse_loss,kl_loss
16,0.0001,1.289483626683553,0.905749262713297,0.23177281208336353,0.9004186584949521,0.12605032765052535,0.09653952121734619,0.0691488403826952,195.31108580695258
17,0.0001,1.2891770899295807,0.9053990430882175,0.23884180188179016,0.9000807187436551,0.12116571718402076,0.09675082773493048,0.06436231437449653,195.14062711927625
18,0.0001,1.2881242152717378,0.9051700580364814,0.2711586616933346,0.877911947344149,0.12132200495950107,0.09723503219670263,0.05940019463499387,194.8671989440918
19,0.0001,1.2560192578368716,0.9164510627504187,0.21897728070616723,0.9032486303595313,0.10661163502212229,0.08561586614312797,0.05762768510936035,194.91466416252985
20,0.0001,1.2551548812124464,0.9135771571116041,0.2454242803156376,0.8857919283707008,0.1046860081240021,0.08823789142329118,0.05479742426218258,194.7732073465983
21,0.0001,1.2375857068432703,0.9173951133750139,0.23512913808226585,0.8926515739454436,0.10539441981485911,0.08438808098435402,0.05148795252251956,194.57079696655273
22,0.0001,1.241044756438997,0.9172893181664444,0.23899639993906022,0.8866977165300488,0.11064929201414711,0.08446682231468067,0.04748215340077877,194.44522433810764
23,0.0001,1.2584233582019806,0.915907081200236,0.22339881993830205,0.8997743408100828,0.10763265835421701,0.08597946359265235,0.045832570642232895,194.3662772708469
24,0.0001,1.2378240956200495,0.9140904699711794,0.22997841462492943,0.8960140390444163,0.10664100030012298,0.08776040767368518,0.043329297875364624,194.2233418358697
25,0.0001,1.2370677640040715,0.9189539280861648,0.25031993836164473,0.8923041752063057,0.10091204475611448,0.08280232946077982,0.04355572254603936,194.2829621632894
26,0.0001,1.2092518674002752,0.9255220876924545,0.2138715036213398,0.8983991618569915,0.0980184138997605,0.07612798036190502,0.0402974940629469,194.1641034020318
27,0.0001,1.2132915473646588,0.9235625042830113,0.232125723361969,0.8911991153476967,0.09428342532808498,0.07799203264511238,0.03791502806254559,194.05924881829156
28,0.0001,1.1934771057632234,0.9254793889422283,0.21395093016326427,0.9016903807610328,0.09020479992032052,0.07608516595580361,0.03815770407931672,194.03435134887695
29,0.0001,1.2037745391329129,0.9271238605672885,0.2029923193156719,0.9104200416047119,0.08854259550571442,0.07429302930831909,0.036043347687357,194.02480040656195
30,0.0001,1.1953780551751454,0.9283364932918939,0.22463196478784084,0.8943187777406285,0.08899545429621712,0.07300689412375629,0.03376800357364118,193.80661053127713
31,0.0001,1.2022457876139216,0.9237413242083036,0.2183094285428524,0.8984390881173289,0.09312461323008456,0.07772368398205988,0.03316236468445924,193.76897960238986
32,0.0001,1.1999354279703565,0.9274657950918657,0.19203331097960472,0.915624651185589,0.08894775478077717,0.07397181284232218,0.03113863756880164,193.61943456861707
33,0.0001,1.1937573386563196,0.925926344372275,0.21519347392022609,0.9042380687899847,0.0883942191504826,0.0755457080016702,0.029502296121791005,193.60197745429144
34,0.0001,1.1740406710240576,0.9272190656495514,0.1964381992816925,0.9060069941311371,0.0920721377544808,0.07408450122149486,0.029066370308606163,193.6260297563341
35,0.0001,1.3330150097608566,0.875094962820821,0.5590695723891258,0.7729090888595148,0.1581820898010569,0.12679131354315806,0.028140906477347016,193.49116537306043
36,0.0001,1.3490892971555393,0.8779224240508988,0.22576216086745263,0.9059867352901383,0.17529961317777634,0.12480831642945607,0.027359466922158997,193.5265967051188
37,0.0001,1.222400317589442,0.9186571169552203,0.21843891702592372,0.9015709570341033,0.09970277800194678,0.0831891562669508,0.026259521772671077,193.40308592054578
38,0.0001,1.1975413312514622,0.9237473701457676,0.1982691392302513,0.9082124453619617,0.09864107891917229,0.07778160685095294,0.025801990000117157,193.39273579915366
39,0.0001,1.168200536734528,0.9317436007295895,0.2014121949672699,0.9088154020825729,0.08850167758230652,0.06975628914577621,0.02456449272318019,193.25832875569662
40,0.0001,1.1750515914625592,0.9295730827093258,0.19660438150167464,0.9123455310894671,0.08654797854351587,0.07179971398978398,0.023620112747367885,193.20699501037598
41,0.0001,1.1773978678716555,0.9310437190734842,0.19619120098650455,0.9087377274837335,0.08284687806592612,0.0703201313487819,0.022540223797679775,193.10287751091852
42,0.0001,1.1867439779970381,0.9267648068405409,0.25948002114892005,0.8908026569050674,0.0849411991409591,0.07450526757318465,0.022362407258090872,193.23449664645725
43,0.0001,1.1607144789563284,0.9323892923181447,0.21040090322494506,0.9015264518976064,0.07859311959352987,0.06872831593299734,0.021242207161978714,193.08644421895346
44,0.0001,1.166428402894073,0.9311553015800805,0.21684658490121364,0.8958139012384828,0.08041583677217112,0.07013918181597176,0.020586498107554183,192.99905755784778
45,0.0001,1.1588076924284298,0.9358860138980142,0.18502297103405,0.9143556135182335,0.07773804161697626,0.06524902085463206,0.02025999400454263,193.00353071424695
46,0.0001,1.1457160479492612,0.9385539165955354,0.1873935665935278,0.9094977672245637,0.07287059440198591,0.06257540896787482,0.018904605156017676,192.90878380669488
47,0.0001,1.1338722821738985,0.9372392446403935,0.19879199862480162,0.9106828041632692,0.0740371576199929,0.06374257306257884,0.01853050072936134,192.8400149875217
48,0.0001,1.1576812747451994,0.9359557661442087,0.1997416153550148,0.9076922626152768,0.07341975736762246,0.06515832966373812,0.017947515666795272,192.85881805419922
49,0.0001,1.1476061294476192,0.939349341124581,0.2055734597146511,0.9050311121669402,0.073562639780709,0.061742195829016265,0.01712813982481344,192.70707596672906
50,0.0001,1.1456968577371702,0.9356831970541124,0.2285262532532215,0.8894957967810916,0.07349692715396142,0.06531359820530333,0.017037933317220047,192.84512604607477
51,0.0001,1.1435908261272643,0.9394234586570466,0.21197525784373283,0.8971641974147582,0.07552023591884112,0.06165698675786035,0.016799120685189135,192.77162890964084
52,0.0001,1.1268184292647574,0.9427083338954017,0.17507499046623706,0.9186284676432048,0.07212155698133367,0.05836237221956253,0.016536006458207138,192.68039660983615
53,0.0001,1.1256309242712126,0.9410748143682248,0.1948224451392889,0.9076443362249549,0.06965317450729865,0.05999703811747687,0.015081087114392884,192.609288321601
54,0.0001,1.1318463186422985,0.9418046941969964,0.19358482360839843,0.9105342345248427,0.06645171226312717,0.05911891261736552,0.015045301768825285,192.5786192152235
55,0.0001,1.1225246712565422,0.9389543873778256,0.18896218314766883,0.9156579617016334,0.06985092411438625,0.06193784927880323,0.014431304207796024,192.55968475341797
56,0.0001,1.131647306183974,0.9415085110469475,0.20000664740800858,0.9049753947962426,0.0695278777156846,0.059409944687859484,0.014393785748527281,192.5826015472412
57,0.0001,1.1368324442042246,0.9374174180279353,0.19714828580617905,0.9068784136257084,0.06879914349923699,0.06361462756738824,0.01367924895344509,192.50376786126031
58,0.0001,1.1238380877508058,0.9408105757904508,0.24848347827792167,0.8732359219219303,0.06595859663528308,0.0601644097713002,0.0140650026474355,192.45911195543079
59,0.0001,1.1581105796827211,0.9334304977435068,0.17494840659201144,0.9147802855513021,0.07410659363108968,0.06755915142240979,0.012984078480965562,192.41094589233398
60,0.0001,1.1401813270317183,0.9380355998524046,0.1900316145271063,0.9128954083682332,0.06933008885530174,0.06287267462151949,0.013009802761694623,192.3798597123888
61,0.0001,1.1176117931803067,0.9437806239938198,0.1931338518857956,0.9075870400873007,0.06708928694327672,0.05722791217921073,0.012225237008856816,192.33267233106824
62,0.0001,1.117511835363176,0.9440109680314512,0.18494015485048293,0.9121963033643896,0.0650261738819295,0.05690939929978601,0.01204479111927665,192.27950286865234
63,0.0001,1.1199545280800924,0.9435224661353682,0.21033641025424005,0.897198470356383,0.06428400193483143,0.057383515067019705,0.01167685970560544,192.31106440226236
64,0.0001,1.1164058885640569,0.9423745376296327,0.19620943665504456,0.9077971556324467,0.0645811094395947,0.05850716379650852,0.011155569110997021,192.297456741333
65,0.0001,1.1239372657405005,0.9421899983985754,0.19450916200876237,0.9067571046062566,0.06458131838589906,0.0586957444747289,0.010950847535342392,192.26848729451498
66,0.0001,1.1118326286474864,0.9445091128186285,0.1838905930519104,0.9126583190913143,0.06397772671883567,0.05643010087180556,0.010891870770137757,192.18881628248425
67,0.0001,1.111756136847867,0.9421684484710688,0.18588584326207638,0.9122878965375874,0.0638835476046162,0.05864212129797254,0.01007565665188142,192.15444416469998
68,0.0001,1.116532681716813,0.9417980398805385,0.18743847087025642,0.9118802907436638,0.06320701032106218,0.05907230387473929,0.009786397380392171,192.13149897257486
69,0.0001,1.1097834590408537,0.9442126146942807,0.18932371027767658,0.9147556329230474,0.06362104762280196,0.056644817193349205,0.009432108536000468,192.05941602918836
70,0.0001,1.1070321227113407,0.944601321789546,0.18586471490561962,0.9158227430673105,0.06148535143910793,0.05618481991583841,0.009331868172416257,192.01301659478082
71,0.0001,1.1088133793738153,0.9450450198864848,0.17373367995023728,0.918520929180891,0.06142180920417967,0.05574981611350487,0.0093851648335759,192.0260804494222
72,0.0001,1.1123436705933676,0.9422697988569501,0.16446661986410618,0.9243747528571348,0.06436353013442274,0.05851115103353534,0.00863129373950263,192.02305560641818
73,0.0001,1.103094584412045,0.9456638019396341,0.2074534844607115,0.901278841542727,0.059920570829458404,0.0551848850752178,0.008300843234691355,191.99611388312445
74,0.0001,1.0949019682076242,0.9473079259018544,0.19676981195807458,0.9063748659131775,0.058712208474224266,0.05354083776473999,0.008295068368574398,191.99176534016928
75,0.0001,1.0970661176575556,0.9486748007826842,0.22893793396651746,0.8890817467425499,0.0585280571851814,0.052113271073291174,0.008336948366680494,191.97635989718967
76,0.0001,1.1006692755553458,0.949044226697754,0.18527599647641183,0.914013529969214,0.05641583825151126,0.051722534994284315,0.007814776967279613,191.92741945054797
77,0.0001,1.093079585995939,0.9495309541512128,0.179774522036314,0.9154539638871497,0.05923810561320612,0.051229458302259445,0.0078034569289431805,191.90235816107855
78,0.0001,1.1031437607275114,0.9451241232552696,0.1787273645401001,0.9143432696844898,0.06081242944326317,0.055642425491098775,0.007454598587678952,191.88909912109375
79,0.0001,1.1136813080973096,0.9407036660437716,0.18520355597138405,0.9101698253265875,0.0625413518784375,0.06019440550228645,0.006999505250456018,191.86428281995984
80,0.0001,1.1007873059974775,0.9461754942909277,0.2269992671906948,0.884129400291496,0.06343655101954937,0.05461523522223745,0.007088559776699792,191.8804382748074
81,0.0001,1.093490690820747,0.9477929697117381,0.18219666928052902,0.9138628577093982,0.057274719567171166,0.053050849586725235,0.0072803411490490865,191.8279652065701
82,0.0001,1.0985017245014508,0.9481132876088373,0.19833079762756825,0.9040183629779065,0.056958695021221195,0.05265576657602342,0.006529922752330701,191.80007786220975
83,0.0001,1.3119578460852306,0.8962525335732513,0.28533777967095375,0.8697680617961,0.2107929639770823,0.10503986932463565,0.006593372110122194,192.09653917948404
84,0.0001,1.1809066153234906,0.9204457175078489,0.22388380840420724,0.9006190346755734,0.10926307548294988,0.080953098702849,0.006398037541657686,191.96658431159125
85,0.0001,1.1422451221280627,0.9370992689577026,0.19252187423408032,0.9091290191152988,0.07675575915603869,0.06413894891738892,0.006593276914726529,191.8190220726861
86,0.0001,1.1134687173697684,0.9423122488083423,0.19027689173817636,0.9108086038460799,0.06981970480920975,0.05883429081816422,0.00624248700397503,191.7596066792806
87,0.0001,1.1080862002240286,0.9458685749890063,0.17694298923015594,0.913745106299521,0.061678998979429404,0.055148228009541826,0.006087084048582862,191.7372514936659
88,0.0001,1.1010995242330763,0.9480735337423744,0.19448654502630233,0.90144611264693,0.058357463342448075,0.05284824470678965,0.005822991092120194,191.71298556857639
89,0.0001,1.0911715883347723,0.948533997677297,0.17940966561436653,0.9157049676985457,0.058461970782705715,0.05244451388716698,0.005608957914066398,191.70237625969781
90,0.0001,1.090547049211131,0.9492814677742631,0.18167220763862132,0.9161614080516205,0.05618638257708466,0.05165775303255048,0.005852547493608047,191.68443849351672
91,0.0001,1.0939084829555616,0.9469431373634192,0.1789131909608841,0.9155852200552239,0.05638185110792779,0.05389456267942462,0.0057044520831873845,191.64707289801703
92,0.0001,1.0936977275543742,0.9517162290228672,0.19560797661542892,0.9067598662832845,0.05274676038853584,0.049156768668082454,0.0053074815013032,191.66211318969727
93,0.0001,1.0890454459521506,0.9505018792834768,0.20382757745683194,0.8972813364818867,0.05550222831039593,0.05030681912241311,0.005236515503687163,191.60978910658093
94,0.0001,1.08991499327951,0.9487161490472646,0.1755992840975523,0.9179036718453041,0.055756225789848124,0.052092333111846655,0.005264411036882343,191.6061462826199
95,0.0001,1.0839493547876675,0.9507129405386356,0.17679113633930682,0.9195429828556396,0.052278516585366766,0.05006546618645651,0.0052581821801140904,191.60674328274197
96,0.0001,1.0795899861388736,0.9504534735556079,0.18930621556937693,0.9049006761972596,0.05500660381383366,0.050297248694631785,0.0049357092842304455,191.59069357977972
97,0.0001,1.0808189262946446,0.95038387396472,0.20155238211154938,0.8998272558750982,0.05384797982194207,0.05033543380824002,0.004854767198493291,191.5857893625895
98,0.0001,1.0884300371011097,0.9512589245686309,0.16531328596174716,0.9230541640699343,0.05203717369586229,0.04944260567426682,0.004892044031294063,191.5538730621338
99,0.0001,1.0765064516001277,0.9531148335692123,0.19055513404309748,0.9046839280514215,0.051420510380661914,0.04760209524205753,0.004702404122023533,191.5525279574924
100,0.0001,1.0765661870439847,0.9510771260305317,0.17751634307205677,0.9121655550625876,0.05032685270363634,0.04965081052346663,0.004634350874564714,191.52646658155652
101,0.0001,2.689088959660795,0.4551693852318116,0.6805652171373368,0.6914888794143959,1.5729480762448576,0.5580704443984561,0.0,0.0
102,0.0001,0.8314658593800333,0.7470217797055586,0.5071362972259521,0.7728743165052502,0.3096012729737494,0.2609322927892208,0.0,0.0
103,0.0001,0.6767439676655663,0.7963719920823654,0.4126909926533699,0.8122429007609651,0.25851513424681294,0.20911441784765986,0.0,0.0
104,0.0001,0.53439310979512,0.8413207279816309,0.35094417780637743,0.8504804287752069,0.20794442440900537,0.1632243427965376,0.0,0.0
105,0.0001,0.48478691197103924,0.8599217622572675,0.3161289729177952,0.8727183492285887,0.19632216615395415,0.1442323728568024,0.0,0.0
106,0.0001,0.44838502382238704,0.8715107601264606,0.31246899664402006,0.86841411173553,0.1839973127676381,0.13219385676913792,0.0,0.0
107,0.0001,0.39145149456130135,0.8886153439828813,0.28309340476989747,0.8825376332326895,0.1624609205043978,0.11449528733889262,0.0,0.0
108,0.0001,0.3810493465926912,0.8917510913554916,0.2639107875525951,0.8959263397203225,0.15856685365239778,0.11124124750494957,0.0,0.0
109,0.0001,0.3521950056569444,0.9001991333216814,0.2504540368914604,0.8894496398289636,0.1470823980246981,0.10255630314350128,0.0,0.0
110,0.0001,0.3358362971080674,0.9036927334593374,0.2686155542731285,0.8866848439046287,0.13832017530997595,0.09875806007120344,0.0,0.0
111,0.0001,0.34897888120677734,0.8997074489900952,0.23673539459705353,0.90293900498183,0.1437059702972571,0.10263645483387841,0.0,0.0
112,0.0001,0.3008720576763153,0.9159750638602535,0.27382810041308403,0.8780752912032748,0.1280017119521896,0.08643517187900013,0.0,0.0
113,0.0001,0.30630443141692215,0.9108768947771113,0.22815302088856698,0.900794710987203,0.12384755133340757,0.091228439576096,0.0,0.0
114,0.0001,0.2856281122399701,0.9194625373298183,0.24053874984383583,0.8908837543830262,0.12049846609847413,0.0825648233294487,0.0,0.0
115,0.0001,0.2716469888885816,0.9224576002191706,0.22232626602053643,0.9026563426238864,0.1126782228756282,0.07948438285125627,0.0,0.0
116,0.0001,0.27968206049667466,0.9195513904113137,0.21163367182016374,0.907687196307649,0.11520472924328512,0.08223866505755319,0.0,0.0
117,0.0001,0.2803859054628346,0.9196318701872338,0.21635759808123112,0.9092342513323063,0.11584446444693539,0.0822707207666503,0.0,0.0
118,0.0001,0.2606608275738027,0.9260992928942944,0.22855383455753325,0.8980876929696275,0.10913309092736906,0.07576386796103583,0.0,0.0
119,0.0001,0.2503322112477488,0.9285290713954358,0.20169035494327545,0.9114392423178795,0.10354371161924468,0.07339424971077177,0.0,0.0
120,0.0001,0.25081315884987515,0.9286473549961425,0.21504461020231247,0.9075035848230231,0.10453788387692636,0.07313763722777367,0.0,0.0
121,0.0001,0.25237485331793624,0.927739503802655,0.20591351613402367,0.9113464724357108,0.10437857566608323,0.07399813913636738,0.0,0.0
122,0.0001,0.2578926340987285,0.9258916690885215,0.20637970939278602,0.9085759955558583,0.10628592854158746,0.07580335272683038,0.0,0.0
123,0.0001,0.24360644651783836,0.9310552627628367,0.25870827324688433,0.8869651047904086,0.10219091218378809,0.07070776778790686,0.0,0.0
124,0.0001,0.22763412880400816,0.9355244636573481,0.20454922839999198,0.9076211257168545,0.09499765880819824,0.06631823504964511,0.0,0.0
125,0.0001,0.2592310744027297,0.9242740120537855,0.20071258917450904,0.9106771519126019,0.10450936036391391,0.0773608572781086,0.0,0.0
126,0.0001,0.2423923843436771,0.9310779313030579,0.198042107000947,0.9093569077007413,0.10118031227547261,0.07060603631867303,0.0,0.0
127,0.0001,0.21899613220658568,0.9367776945677705,0.20553868487477303,0.9042499015209771,0.08935818262398243,0.06481897541218334,0.0,0.0
128,0.0001,0.22779864486720827,0.9335493217632315,0.22315873503684996,0.9005328612271226,0.091536873123712,0.06813088597522841,0.0,0.0
129,0.0001,0.21674737768868604,0.9375474878956148,0.2016385342925787,0.9023532845657091,0.08857961780288154,0.06408388002051248,0.0,0.0
130,0.0001,0.21920631432698834,0.9361675947544779,0.20598300844430922,0.902383668443755,0.08855795730940169,0.06532417900032467,0.0,0.0
131,0.0001,0.2185859111034208,0.9371083914892908,0.18337375819683074,0.9184230309012934,0.08963608922850755,0.0644749113255077,0.0,0.0
132,0.0001,0.20479957966340911,0.9405657227294998,0.21344692297279835,0.897325552466531,0.08280854915372199,0.06099551502201292,0.0,0.0
133,0.0001,0.19735847206579316,0.9434847405322819,0.1704517874866724,0.924277379596511,0.08138303753609459,0.05798771729071935,0.0,0.0
134,0.0001,0.21894790708190864,0.9351481289818042,0.2153843019157648,0.9003519061170955,0.08636473031300637,0.0662915888759825,0.0,0.0
135,0.0001,0.20819733664393425,0.9397403721718559,0.19329121634364127,0.9103257771814551,0.08453353070136574,0.06183190312650469,0.0,0.0
136,0.0001,0.20546181675874525,0.9398631547113432,0.1907235376536846,0.9156564645015436,0.08236645829553406,0.06154767961965667,0.0,0.0
137,0.0001,0.19428793672058317,0.944074266888089,0.1766789097338915,0.9198679634157404,0.07938508451398876,0.05745142615503735,0.0,0.0
138,0.0001,0.21701445740958056,0.9366587082182788,0.17695208005607127,0.9207006893418012,0.0877032396900985,0.06465560901496145,0.0,0.0
139,0.0001,0.21026597399678496,0.9379059041032131,0.2005811646580696,0.9070935081124573,0.08323004277836946,0.06351796579029825,0.0,0.0
140,0.0001,0.20384322686327827,0.9408769765529839,0.21100013852119445,0.9067233902394026,0.0825828129115204,0.06063020726044973,0.0,0.0
141,0.0001,0.213836752395663,0.9373423530061429,0.2294306807219982,0.8903310407498818,0.08565206277287668,0.06409234470791286,0.0,0.0
142,0.0001,0.2004752600979474,0.9415140767357921,0.19801645651459693,0.9119071549130165,0.08069534770523508,0.05988995606700579,0.0,0.0
143,0.0001,0.1954329184566935,0.943082118815616,0.18255484774708747,0.9139976532631392,0.07856602263119486,0.05843344786100917,0.0,0.0
144,0.0001,0.19309315064715016,0.9432644746147812,0.20151073187589646,0.9064222451258065,0.07688051850224535,0.058106315632661186,0.0,0.0
145,0.0001,0.18679136907060942,0.9457588564418011,0.1844571128487587,0.9117918305745294,0.07540375811772214,0.05569380563166407,0.0,0.0
146,0.0001,0.18830472675876486,0.9446029689011406,0.19153830371797084,0.9101495509881288,0.07489184895530343,0.05670643887586064,0.0,0.0
147,0.0001,0.18348075821995735,0.9461249556467758,0.16328691095113754,0.9254301466258672,0.07293974380526277,0.05527050751778814,0.0,0.0
148,0.0001,0.18816742414815557,0.9443429587281926,0.18472131565213204,0.9114073994347937,0.07426548345635335,0.05695096982849969,0.0,0.0
149,0.0001,0.18667020721154082,0.9455304874359585,0.17969897277653218,0.9136990060418313,0.07503293097640078,0.055818638453880944,0.0,0.0
150,0.0001,0.19229810477958786,0.9431652537699728,0.19167394414544106,0.9108684258802324,0.07614993490278721,0.05807408524884118,0.0,0.0
151,0.0001,0.1814123358991411,0.9476157763984006,0.18168917074799537,0.9137203277615304,0.07385771431856686,0.05377731016940541,0.0,0.0
152,0.0001,0.17376008050309288,0.9495516668217151,0.1833594400435686,0.9146814878809943,0.07005904713231656,0.05185051676299837,0.0,0.0
153,0.0001,0.17933931481093168,0.9475023575791529,0.2026758685708046,0.9067633657197224,0.07158253905880782,0.05387838764323129,0.0,0.0
154,0.0001,0.17594751198258665,0.9483859976469442,0.20959893688559533,0.8930945056758507,0.07004775976141293,0.05294987600710657,0.0,0.0
155,0.0001,0.17235121731128958,0.949601668515895,0.16590250730514527,0.9226741645787632,0.0687397888654636,0.0518057139383422,0.0,0.0
156,0.0001,0.17871587754537663,0.9475777826478661,0.20424601510167123,0.8997688539978805,0.07126565562147233,0.05372511057390107,0.0,0.0
157,0.0001,0.19598064695795378,0.9416590029306096,0.19016947448253632,0.9121218023674642,0.0768620836445027,0.05955928150150511,0.0,0.0
158,0.0001,0.19120612968173292,0.943414006628518,0.17025181874632836,0.9235159511764086,0.07547055428019828,0.057867787364456386,0.0,0.0
159,0.0001,0.17576366021401352,0.9484206034683549,0.16377694085240363,0.9193663537878421,0.06988057059546311,0.05294154460231463,0.0,0.0
160,0.0001,0.17290876071072286,0.9488805501879932,0.1889674361795187,0.9152928129602966,0.06805786236913668,0.052425449507104024,0.0,0.0
161,0.0001,0.16921866281578937,0.9498905705508499,0.17986924275755883,0.9180246795410458,0.06625971311910285,0.051479474951823555,0.0,0.0
162,0.0001,0.16486857645213604,0.951515737067558,0.18082583099603652,0.9157023337615584,0.06523010791796777,0.049819234344694346,0.0,0.0
163,0.0001,0.18413155577662918,0.9451092326224215,0.17225636914372444,0.9189030828614022,0.07184174801740381,0.056144903517431684,0.0,0.0
164,0.0001,0.17088990327384737,0.9494017541351462,0.16840396709740163,0.9168227573720443,0.06707166647538543,0.05190911847684118,0.0,0.0
165,0.0001,0.16287887034316859,0.9518644890890245,0.18972599655389785,0.9106134394943306,0.06405652159204085,0.04941117473774486,0.0,0.0
166,0.0001,0.16521473322063684,0.9514327126250879,0.17437182143330573,0.9176107355454706,0.06540376056606571,0.049905485577053495,0.0,0.0
167,0.0001,0.1691957273417049,0.9493531985531933,0.18015891909599305,0.9163653875815067,0.06539738224819303,0.05189917277958658,0.0,0.0
168,0.0001,0.16501549848665795,0.9506093631238595,0.17251729257404805,0.9181679786553859,0.06383159337565303,0.05059195268485281,0.0,0.0
169,0.0001,0.16889349019361866,0.9497951889140437,0.17814108468592166,0.9200865992761447,0.06596555633263455,0.05146396656831106,0.0,0.0
170,0.0001,0.17130296853267485,0.9490083422687516,0.1784726794809103,0.9168190719674156,0.06680429975191753,0.052249334338638515,0.0,0.0
171,0.0001,0.16890494183947644,0.9495459620351624,0.16972240507602693,0.9179923558029779,0.06542252971687251,0.051741205983691745,0.0,0.0
172,0.0001,0.16242643393990067,0.9514395475611281,0.16685884669423104,0.9242446475523662,0.06285525392740965,0.04978559042016665,0.0,0.0
173,0.0001,0.1545340164254109,0.954823303496513,0.16313777193427087,0.9221897474125347,0.06158295998142825,0.046475528842873044,0.0,0.0
174,0.0001,0.1658520699582166,0.9503841333389246,0.1786356519907713,0.914529244979677,0.06423482417853342,0.05080862260527081,0.0,0.0
175,0.0001,0.17032855242076847,0.9491298101114864,0.20408824905753137,0.9011606450265643,0.06600652086651987,0.05216101557016373,0.0,0.0
176,0.0001,0.17165386438783672,0.9487886653123722,0.1796895906329155,0.9134090815230271,0.06672608940344718,0.052463887052403554,0.0,0.0
177,0.0001,0.16591685047994056,0.9509756578000736,0.18802924565970897,0.911055235213427,0.06507640787296826,0.05042022176914745,0.0,0.0
178,0.0001,0.15617045387625694,0.95436797396231,0.1728124503046274,0.9178743764815124,0.06233059149235487,0.04691993155413204,0.0,0.0
179,0.0001,0.15608922257605526,0.9535374970756411,0.17027176171541214,0.9134409432569968,0.060621605875591435,0.04773380855719248,0.0,0.0
180,0.0001,0.1577476794934935,0.9527992175174044,0.16162788420915603,0.9223660008894436,0.06092441495921877,0.048411632163657084,0.0,0.0
181,0.0001,0.15795477407260072,0.9531154485097512,0.17705766223371028,0.911865679424776,0.061576067107833095,0.04818935361173418,0.0,0.0
182,0.0001,0.15395130651692548,0.9544434758989806,0.1695037443190813,0.9208178247004218,0.06027233388481869,0.046839485979742475,0.0,0.0
183,0.0001,0.15888772108074692,0.9520176291074454,0.20012321099638938,0.9024671636333629,0.06056492310017347,0.04916139940420786,0.0,0.0
184,0.0001,0.16211047333975634,0.9514651316271654,0.18804966248571872,0.9066559065110702,0.0626312951143417,0.04973958929379781,0.0,0.0
185,0.0001,0.14945660231428015,0.955319779006151,0.17904894798994064,0.9182500130251354,0.057680484683563314,0.04588805925514963,0.0,0.0
186,0.0001,0.15139680293699107,0.9549277246649484,0.18648266308009626,0.9092931615053483,0.058843156322836876,0.04627682351403766,0.0,0.0
187,0.0001,0.15108299462331665,0.9543195319861013,0.17446789667010307,0.9170718384030023,0.0573762530564434,0.04685337055060598,0.0,0.0
188,0.0001,0.1529948879033327,0.9536367889133653,0.16063909716904162,0.9216730340645054,0.057860485174589686,0.04756720157133208,0.0,0.0
